Year,Month,Measure,Value
1902,Jun,mean,55
1902,Jun,min,49
1902,Jul,max,91
1902,Jul,mean,61
1902,Jul,min,52
1902,Aug,max,85
1902,Aug,mean,60
1902,Aug,min,53
1902,Sep,max,89
1902,Sep,mean,56
1902,Sep,min,47
1902,Oct,max,76
1902,Oct,mean,46
1902,Oct,min,33
1902,Nov,max,70
1902,Nov,mean,38
1902,Nov,min,28
1902,Dec,max,58
1902,Dec,mean,20
1902,Dec,min,-8
1903,Jan,max,50
1903,Jan,mean,21
1903,Jan,min,-1
1903,Feb,max,62
1903,Feb,mean,24
1903,Feb,min,3
1903,Mar,max,76
1903,Mar,mean,36
1903,Mar,min,23
1903,Apr,max,83
1903,Apr,mean,40
1903,Apr,min,26
1903,May,max,88
1903,May,mean,50
1903,May,min,34
1903,Jun,max,85
1903,Jun,mean,53
1903,Jun,min,48
1903,Jul,max,93
1903,Jul,mean,63
1903,Jul,min,55
1903,Aug,max,86
1903,Aug,mean,58
1903,Aug,min,52
1903,Sep,max,91
1903,Sep,mean,56
1903,Sep,min,42
1903,Oct,max,76
1903,Oct,mean,47
1903,Oct,min,31
1903,Nov,max,74
1903,Nov,mean,33
1903,Nov,min,15
1903,Dec,max,55
1903,Dec,mean,21
1903,Dec,min,2
1904,Jan,max,46
1904,Jan,mean,14
1904,Jan,min,-6
1904,Feb,max,49
1904,Feb,mean,14
1904,Feb,min,-1
1904,Mar,max,70
1904,Mar,mean,27
1904,Mar,min,8
1904,Apr,max,70
1904,Apr,mean,37
1904,Apr,min,26
1904,May,max,87
1904,May,mean,52
1904,May,min,43
1904,Jun,max,92
1904,Jun,mean,56
1904,Jun,min,48
1904,Jul,max,89
1904,Jul,mean,64
1904,Jul,min,56
1904,Aug,max,89
1904,Aug,mean,61
1904,Aug,min,52
1904,Sep,max,86
1904,Sep,mean,54
1904,Sep,min,35
1904,Oct,max,74
1904,Oct,mean,42
1904,Oct,min,27
1904,Nov,max,60
1904,Nov,mean,31
1904,Nov,min,15
1904,Dec,max,49
1904,Dec,mean,19
1904,Dec,min,6
1905,Jan,max,52
1905,Jan,mean,18
1905,Jan,min,4
1905,Feb,max,43
1905,Feb,mean,16
1905,Feb,min,3
1905,Mar,max,69
1905,Mar,mean,29
1905,Mar,min,12
1905,Apr,max,74
1905,Apr,mean,38
1905,Apr,min,30
1905,May,max,83
1905,May,mean,49
1905,May,min,38
1905,Jun,max,90
1905,Jun,mean,57
1905,Jun,min,46
1905,Jul,max,94
1905,Jul,mean,65
1905,Jul,min,59
1905,Aug,max,90
1905,Aug,mean,62
1905,Aug,min,51
1905,Sep,max,81
1905,Sep,mean,55
1905,Sep,min,41
1905,Oct,max,80
1905,Oct,mean,46
1905,Oct,min,32
1905,Nov,max,64
1905,Nov,mean,33
1905,Nov,min,13
1905,Dec,max,61
1905,Dec,mean,28
1905,Dec,min,8
1906,Jan,max,68
1906,Jan,mean,28
1906,Jan,min,9
1906,Feb,max,63
1906,Feb,mean,22
1906,Feb,min,-1
1906,Mar,max,56
1906,Mar,mean,25
1906,Mar,min,8
1906,Apr,max,70
1906,Apr,mean,40
1906,Apr,min,28
1906,May,max,86
1906,May,mean,49
1906,May,min,38
1906,Jun,max,88
1906,Jun,mean,58
1906,Jun,min,46
1906,Jul,max,89
1906,Jul,mean,64
1906,Jul,min,55
1906,Aug,max,93
1906,Aug,mean,65
1906,Aug,min,57
1906,Sep,max,90
1906,Sep,mean,57
1906,Sep,min,44
1906,Oct,max,73
1906,Oct,mean,46
1906,Oct,min,35
1906,Nov,max,68
1906,Nov,mean,35
1906,Nov,min,23
1906,Dec,max,54
1906,Dec,mean,22
1906,Dec,min,1
1907,Jan,max,58
1907,Jan,mean,19
1907,Jan,min,-7
1907,Feb,max,52
1907,Feb,mean,13
1907,Feb,min,-2
1907,Mar,max,71
1907,Mar,mean,30
1907,Mar,min,14
1907,Apr,max,73
1907,Apr,mean,35
1907,Apr,min,27
1907,May,max,81
1907,May,mean,45
1907,May,min,33
1907,Jun,max,94
1907,Jun,mean,56
1907,Jun,min,45
1907,Jul,max,91
1907,Jul,mean,64
1907,Jul,min,58
1907,Aug,max,94
1907,Aug,mean,62
1907,Aug,min,54
1907,Sep,max,87
1907,Sep,mean,57
1907,Sep,min,44
1907,Oct,max,74
1907,Oct,mean,42
1907,Oct,min,32
1907,Nov,max,61
1907,Nov,mean,37
1907,Nov,min,25
1907,Dec,max,64
1907,Dec,mean,30
1907,Dec,min,20
1908,Jan,max,57
1908,Jan,mean,23
1908,Jan,min,1
1908,Feb,max,60
1908,Feb,mean,19
1908,Feb,min,-2
1908,Mar,max,70
1908,Mar,mean,31
1908,Mar,min,15
1908,Apr,max,85
1908,Apr,mean,38
1908,Apr,min,24
1908,May,max,88
1908,May,mean,51
1908,May,min,39
1908,Jun,max,90
1908,Jun,mean,60
1908,Jun,min,49
1908,Jul,max,97
1908,Jul,mean,65
1908,Jul,min,58
1908,Aug,max,90
1908,Aug,mean,63
1908,Aug,min,47
1908,Sep,max,88
1908,Sep,mean,58
1908,Sep,min,47
1908,Oct,max,80
1908,Oct,mean,48
1908,Oct,min,35
1908,Nov,max,65
1908,Nov,mean,36
1908,Nov,min,25
1908,Dec,max,67
1908,Dec,mean,26
1908,Dec,min,10
1909,Jan,max,60
1909,Jan,mean,22
1909,Jan,min,3
1909,Feb,max,59
1909,Feb,mean,25
1909,Feb,min,3
1909,Mar,max,55
1909,Mar,mean,30
1909,Mar,min,17
1909,Apr,max,83
1909,Apr,mean,39
1909,Apr,min,25
1909,May,max,83
1909,May,mean,48
1909,May,min,38
1909,Jun,max,94
1909,Jun,mean,61
1909,Jun,min,49
1909,Jul,max,95
1909,Jul,mean,63
1909,Jul,min,53
1909,Aug,max,94
1909,Aug,mean,62
1909,Aug,min,50
1909,Sep,max,82
1909,Sep,mean,55
1909,Sep,min,46
1909,Oct,max,77
1909,Oct,mean,45
1909,Oct,min,33
1909,Nov,max,76
1909,Nov,mean,39
1909,Nov,min,27
1909,Dec,max,56
1909,Dec,mean,25
1909,Dec,min,4
1910,Jan,max,57
1910,Jan,mean,25
1910,Jan,min,-3
1910,Feb,max,60
1910,Feb,mean,21
1910,Feb,min,-3
1910,Mar,max,78
1910,Mar,mean,34
1910,Mar,min,17
1910,Apr,max,78
1910,Apr,mean,44
1910,Apr,min,35
1910,May,max,86
1910,May,mean,50
1910,May,min,40
1910,Jun,max,92
1910,Jun,mean,58
1910,Jun,min,46
1910,Jul,max,94
1910,Jul,mean,67
1910,Jul,min,58
1910,Aug,max,88
1910,Aug,mean,62
1910,Aug,min,54
1910,Sep,max,82
1910,Sep,mean,55
1910,Sep,min,47
1910,Oct,max,85
1910,Oct,mean,47
1910,Oct,min,33
1910,Nov,max,61
1910,Nov,mean,36
1910,Nov,min,26
1910,Dec,max,55
1910,Dec,mean,20
1910,Dec,min,6
1911,Jan,max,60
1911,Jan,mean,24
1911,Jan,min,4
1911,Feb,max,56
1911,Feb,mean,20
1911,Feb,min,4
1911,Mar,max,66
1911,Mar,mean,28
1911,Mar,min,14
1911,Apr,max,80
1911,Apr,mean,38
1911,Apr,min,23
1911,May,max,92
1911,May,mean,53
1911,May,min,33
1911,Jun,max,86
1911,Jun,mean,58
1911,Jun,min,50
1911,Jul,max,104
1911,Jul,mean,68
1911,Jul,min,57
1911,Aug,max,92
1911,Aug,mean,62
1911,Aug,min,55
1911,Sep,max,85
1911,Sep,mean,55
1911,Sep,min,41
1911,Oct,max,73
1911,Oct,mean,46
1911,Oct,min,34
1911,Nov,max,68
1911,Nov,mean,34
1911,Nov,min,25
1911,Dec,max,68
1911,Dec,mean,33
1911,Dec,min,15
1912,Jan,max,53
1912,Jan,mean,14
1912,Jan,min,-5
1912,Feb,max,57
1912,Feb,mean,20
1912,Feb,min,-1
1912,Mar,max,64
1912,Mar,mean,28
1912,Mar,min,11
1912,Apr,max,77
1912,Apr,mean,39
1912,Apr,min,27
1912,May,max,86
1912,May,mean,50
1912,May,min,42
1912,Jun,max,92
1912,Jun,mean,58
1912,Jun,min,45
1912,Jul,max,99
1912,Jul,mean,64
1912,Jul,min,56
1912,Aug,max,90
1912,Aug,mean,61
1912,Aug,min,49
1912,Sep,max,90
1912,Sep,mean,56
1912,Sep,min,40
1912,Oct,max,86
1912,Oct,mean,49
1912,Oct,min,36
1912,Nov,max,70
1912,Nov,mean,38
1912,Nov,min,24
1912,Dec,max,69
1912,Dec,mean,32
1912,Dec,min,15
1913,Jan,max,62
1913,Jan,mean,31
1913,Jan,min,13
1913,Feb,max,60
1913,Feb,mean,19
1913,Feb,min,3
1913,Mar,max,73
1913,Mar,mean,33
1913,Mar,min,10
1913,Apr,max,76
1913,Apr,mean,41
1913,Apr,min,29
1913,May,max,78
1913,May,mean,48
1913,May,min,37
1913,Jun,max,91
1913,Jun,mean,58
1913,Jun,min,47
1913,Jul,max,96
1913,Jul,mean,65
1913,Jul,min,60
1913,Aug,max,96
1913,Aug,mean,62
1913,Aug,min,56
1913,Sep,max,86
1913,Sep,mean,54
1913,Sep,min,41
1913,Oct,max,74
1913,Oct,mean,51
1913,Oct,min,31
1913,Nov,max,71
1913,Nov,mean,39
1913,Nov,min,27
1913,Dec,max,56
1913,Dec,mean,31
1913,Dec,min,18
1914,Jan,max,63
1914,Jan,mean,21
1914,Jan,min,-9
1914,Feb,max,56
1914,Feb,mean,17
1914,Feb,min,-11
1914,Mar,max,74
1914,Mar,mean,30
1914,Mar,min,16
1914,Apr,max,87
1914,Apr,mean,37
1914,Apr,min,27
1914,May,max,95
1914,May,mean,51
1914,May,min,38
1914,Jun,max,94
1914,Jun,mean,58
1914,Jun,min,49
1914,Jul,max,90
1914,Jul,mean,61
1914,Jul,min,51
1914,Aug,max,90
1914,Aug,mean,63
1914,Aug,min,55
1914,Sep,max,94
1914,Sep,mean,55
1914,Sep,min,34
1914,Oct,max,83
1914,Oct,mean,49
1914,Oct,min,29
1914,Nov,max,74
1914,Nov,mean,35
1914,Nov,min,20
1914,Dec,max,62
1914,Dec,mean,24
1914,Dec,min,-2
1915,Jan,max,62
1915,Jan,mean,27
1915,Jan,min,3
1915,Feb,max,61
1915,Feb,mean,26
1915,Feb,min,10
1915,Mar,max,60
1915,Mar,mean,27
1915,Mar,min,13
1915,Apr,max,84
1915,Apr,mean,42
1915,Apr,min,30
1915,May,max,80
1915,May,mean,48
1915,May,min,39
1915,Jun,max,87
1915,Jun,mean,56
1915,Jun,min,44
1915,Jul,max,90
1915,Jul,mean,63
1915,Jul,min,58
1915,Aug,max,89
1915,Aug,mean,62
1915,Aug,min,51
1915,Sep,max,94
1915,Sep,mean,59
1915,Sep,min,44
1915,Oct,max,78
1915,Oct,mean,48
1915,Oct,min,37
1915,Nov,max,72
1915,Nov,mean,38
1915,Nov,min,29
1915,Dec,max,61
1915,Dec,mean,28
1915,Dec,min,16
1916,Jan,max,66
1916,Jan,mean,24
1916,Jan,min,4
1916,Feb,max,57
1916,Feb,mean,18
1916,Feb,min,0
1916,Mar,max,55
1916,Mar,mean,24
1916,Mar,min,7
1916,Apr,max,68
1916,Apr,mean,39
1916,Apr,min,32
1916,May,max,85
1916,May,mean,50
1916,May,min,44
1916,Jun,max,84
1916,Jun,mean,55
1916,Jun,min,49
1916,Jul,max,93
1916,Jul,mean,65
1916,Jul,min,56
1916,Aug,max,95
1916,Aug,mean,64
1916,Aug,min,54
1916,Sep,max,90
1916,Sep,mean,56
1916,Sep,min,44
1916,Oct,max,84
1916,Oct,mean,47
1916,Oct,min,36
1916,Nov,max,68
1916,Nov,mean,35
1916,Nov,min,22
1916,Dec,max,59
1916,Dec,mean,27
1916,Dec,min,10
1917,Jan,max,55
1917,Jan,mean,23
1917,Jan,min,5
1917,Feb,max,53
1917,Feb,mean,18
1917,Feb,min,-3
1917,Mar,max,61
1917,Mar,mean,30
1917,Mar,min,17
1917,Apr,max,72
1917,Apr,mean,38
1917,Apr,min,26
1917,May,max,80
1917,May,mean,44
1917,May,min,36
1917,Jun,max,87
1917,Jun,mean,57
1917,Jun,min,50
1917,Jul,max,98
1917,Jul,mean,66
1917,Jul,min,56
1917,Aug,max,98
1917,Aug,mean,65
1917,Aug,min,58
1917,Sep,max,83
1917,Sep,mean,52
1917,Sep,min,40
1917,Oct,max,71
1917,Oct,mean,44
1917,Oct,min,37
1917,Nov,max,65
1917,Nov,mean,32
1917,Nov,min,13
1917,Dec,max,48
1917,Dec,mean,16
1917,Dec,min,-14
1918,Jan,max,54
1918,Jan,mean,14
1918,Jan,min,-3
1918,Feb,max,57
1918,Feb,mean,17
1918,Feb,min,-10
1918,Mar,max,69
1918,Mar,mean,28
1918,Mar,min,11
1918,Apr,max,76
1918,Apr,mean,40
1918,Apr,min,31
1918,May,max,89
1918,May,mean,53
1918,May,min,44
1918,Jun,max,92
1918,Jun,mean,56
1918,Jun,min,47
1918,Jul,max,98
1918,Jul,mean,63
1918,Jul,min,54
1918,Aug,max,96
1918,Aug,mean,63
1918,Aug,min,53
1918,Sep,max,81
1918,Sep,mean,54
1918,Sep,min,45
1918,Oct,max,79
1918,Oct,mean,48
1918,Oct,min,38
1918,Nov,max,65
1918,Nov,mean,39
1918,Nov,min,19
1918,Dec,max,63
1918,Dec,mean,28
1918,Dec,min,13
1919,Jan,max,59
1919,Jan,mean,26
1919,Jan,min,2
1919,Feb,max,52
1919,Feb,mean,25
1919,Feb,min,16
1919,Mar,max,63
1919,Mar,mean,33
1919,Mar,min,15
1919,Apr,max,68
1919,Apr,mean,40
1919,Apr,min,19
1919,May,max,93
1919,May,mean,51
1919,May,min,41
1919,Jun,max,98
1919,Jun,mean,58
1919,Jun,min,49
1919,Jul,max,101
1919,Jul,mean,66
1919,Jul,min,55
1919,Aug,max,90
1919,Aug,mean,61
1919,Aug,min,55
1919,Sep,max,91
1919,Sep,mean,56
1919,Sep,min,45
1919,Oct,max,81
1919,Oct,mean,47
1919,Oct,min,33
1919,Nov,max,65
1919,Nov,mean,36
1919,Nov,min,25
1919,Dec,max,61
1919,Dec,mean,21
1919,Dec,min,-6
1920,Jan,max,48
1920,Jan,mean,12
1920,Jan,min,-8
1920,Feb,max,52
1920,Feb,mean,21
1920,Feb,min,-7
1920,Mar,max,72
1920,Mar,mean,30
1920,Mar,min,10
1920,Apr,max,67
1920,Apr,mean,38
1920,Apr,min,26
1920,May,max,86
1920,May,mean,48
1920,May,min,36
1920,Jun,max,90
1920,Jun,mean,58
1920,Jun,min,47
1920,Jul,max,90
1920,Jul,mean,63
1920,Jul,min,56
1920,Aug,max,93
1920,Aug,mean,65
1920,Aug,min,56
1920,Sep,max,85
1920,Sep,mean,58
1920,Sep,min,45
1920,Oct,max,82
1920,Oct,mean,51
1920,Oct,min,37
1920,Nov,max,64
1920,Nov,mean,35
1920,Nov,min,22
1920,Dec,max,58
1920,Dec,mean,30
1920,Dec,min,5
1921,Jan,max,56
1921,Jan,mean,24
1921,Jan,min,0
1921,Feb,max,59
1921,Feb,mean,26
1921,Feb,min,8
1921,Mar,max,83
1921,Mar,mean,37
1921,Mar,min,20
1921,Apr,max,77
1921,Apr,mean,44
1921,Apr,min,32
1921,May,max,93
1921,May,mean,50
1921,May,min,41
1921,Jun,max,93
1921,Jun,mean,59
1921,Jun,min,49
1921,Jul,max,95
1921,Jul,mean,66
1921,Jul,min,58
1921,Aug,max,92
1921,Aug,mean,62
1921,Aug,min,55
1921,Sep,max,93
1921,Sep,mean,60
1921,Sep,min,53
1921,Oct,max,79
1921,Oct,mean,47
1921,Oct,min,31
1921,Nov,max,72
1921,Nov,mean,35
1921,Nov,min,25
1921,Dec,max,58
1921,Dec,mean,24
1921,Dec,min,2
1922,Jan,max,51
1922,Jan,mean,20
1922,Jan,min,0
1922,Feb,max,56
1922,Feb,mean,24
1922,Feb,min,-4
1922,Mar,max,79
1922,Mar,mean,32
1922,Mar,min,14
1922,Apr,max,85
1922,Apr,mean,40
1922,Apr,min,29
1922,May,max,86
1922,May,mean,52
1922,May,min,43
1922,Jun,max,92
1922,Jun,mean,61
1922,Jun,min,52
1922,Jul,max,93
1922,Jul,mean,64
1922,Jul,min,58
1922,Aug,max,93
1922,Aug,mean,63
1922,Aug,min,54
1922,Sep,max,84
1922,Sep,mean,57
1922,Sep,min,42
1922,Oct,max,87
1922,Oct,mean,46
1922,Oct,min,28
1922,Nov,max,66
1922,Nov,mean,37
1922,Nov,min,24
1922,Dec,max,61
1922,Dec,mean,24
1922,Dec,min,8
1923,Jan,max,55
1923,Jan,mean,20
1923,Jan,min,5
1923,Feb,max,45
1923,Feb,mean,17
1923,Feb,min,2
1923,Mar,max,67
1923,Mar,mean,25
1923,Mar,min,4
1923,Apr,max,87
1923,Apr,mean,38
1923,Apr,min,13
1923,May,max,89
1923,May,mean,49
1923,May,min,35
1923,Jun,max,96
1923,Jun,mean,60
1923,Jun,min,47
1923,Jul,max,94
1923,Jul,mean,62
1923,Jul,min,56
1923,Aug,max,94
1923,Aug,mean,60
1923,Aug,min,51
1923,Sep,max,82
1923,Sep,mean,57
1923,Sep,min,47
1923,Oct,max,81
1923,Oct,mean,48
1923,Oct,min,35
1923,Nov,max,62
1923,Nov,mean,38
1923,Nov,min,28
1923,Dec,max,62
1923,Dec,mean,34
1923,Dec,min,19
1924,Jan,max,61
1924,Jan,mean,23
1924,Jan,min,-6
1924,Feb,max,44
1924,Feb,mean,20
1924,Feb,min,10
1924,Mar,max,59
1924,Mar,mean,32
1924,Mar,min,21
1924,Apr,max,69
1924,Apr,mean,40
1924,Apr,min,28
1924,May,max,76
1924,May,mean,49
1924,May,min,42
1924,Jun,max,90
1924,Jun,mean,58
1924,Jun,min,48
1924,Jul,max,95
1924,Jul,mean,65
1924,Jul,min,58
1924,Aug,max,98
1924,Aug,mean,64
1924,Aug,min,56
1924,Sep,max,90
1924,Sep,mean,54
1924,Sep,min,44
1924,Oct,max,81
1924,Oct,mean,46
1924,Oct,min,36
1924,Nov,max,76
1924,Nov,mean,37
1924,Nov,min,14
1924,Dec,max,64
1924,Dec,mean,23
1924,Dec,min,-1
1925,Jan,max,48
1925,Jan,mean,19
1925,Jan,min,0
1925,Feb,max,59
1925,Feb,mean,31
1925,Feb,min,14
1925,Mar,max,72
1925,Mar,mean,35
1925,Mar,min,11
1925,Apr,max,82
1925,Apr,mean,41
1925,Apr,min,31
1925,May,max,83
1925,May,mean,48
1925,May,min,42
1925,Jun,max,100
1925,Jun,mean,61
1925,Jun,min,53
1925,Jul,max,95
1925,Jul,mean,64
1925,Jul,min,54
1925,Aug,max,92
1925,Aug,mean,62
1925,Aug,min,50
1925,Sep,max,90
1925,Sep,mean,56
1925,Sep,min,41
1925,Oct,max,79
1925,Oct,mean,42
1925,Oct,min,30
1925,Nov,max,66
1925,Nov,mean,36
1925,Nov,min,14
1925,Dec,max,59
1925,Dec,mean,28
1925,Dec,min,4
1926,Jan,max,56
1926,Jan,mean,24
1926,Jan,min,4
1926,Feb,max,48
1926,Feb,mean,20
1926,Feb,min,11
1926,Mar,max,60
1926,Mar,mean,27
1926,Mar,min,12
1926,Apr,max,78
1926,Apr,mean,36
1926,Apr,min,21
1926,May,max,84
1926,May,mean,48
1926,May,min,41
1926,Jun,max,88
1926,Jun,mean,56
1926,Jun,min,46
1926,Jul,max,103
1926,Jul,mean,63
1926,Jul,min,56
1926,Aug,max,94
1926,Aug,mean,63
1926,Aug,min,55
1926,Sep,max,89
1926,Sep,mean,55
1926,Sep,min,47
1926,Oct,max,84
1926,Oct,mean,45
1926,Oct,min,35
1926,Nov,max,71
1926,Nov,mean,36
1926,Nov,min,20
1926,Dec,max,51
1926,Dec,mean,21
1926,Dec,min,4
1927,Jan,max,52
1927,Jan,mean,23
1927,Jan,min,0
1927,Feb,max,49
1927,Feb,mean,26
1927,Feb,min,11
1927,Mar,max,69
1927,Mar,mean,34
1927,Mar,min,16
1927,Apr,max,89
1927,Apr,mean,39
1927,Apr,min,29
1927,May,max,77
1927,May,mean,48
1927,May,min,41
1927,Jun,max,90
1927,Jun,mean,57
1927,Jun,min,50
1927,Jul,max,95
1927,Jul,mean,64
1927,Jul,min,53
1927,Aug,max,85
1927,Aug,mean,60
1927,Aug,min,54
1927,Sep,max,85
1927,Sep,mean,56
1927,Sep,min,50
1927,Oct,max,89
1927,Oct,mean,49
1927,Oct,min,36
1927,Nov,max,76
1927,Nov,mean,42
1927,Nov,min,26
1927,Dec,max,65
1927,Dec,mean,28
1927,Dec,min,13
1928,Jan,max,58
1928,Jan,mean,26
1928,Jan,min,11
1928,Feb,max,54
1928,Feb,mean,21
1928,Feb,min,-1
1928,Mar,max,70
1928,Mar,mean,29
1928,Mar,min,17
1928,Apr,max,84
1928,Apr,mean,38
1928,Apr,min,28
1928,May,max,74
1928,May,mean,48
1928,May,min,41
1928,Jun,max,90
1928,Jun,mean,58
1928,Jun,min,51
1928,Jul,max,94
1928,Jul,mean,65
1928,Jul,min,57
1928,Aug,max,96
1928,Aug,mean,66
1928,Aug,min,58
1928,Sep,max,85
1928,Sep,mean,55
1928,Sep,min,42
1928,Oct,max,88
1928,Oct,mean,47
1928,Oct,min,28
1928,Nov,max,76
1928,Nov,mean,37
1928,Nov,min,18
1928,Dec,max,61
1928,Dec,mean,32
1928,Dec,min,17
1929,Jan,max,60
1929,Jan,mean,21
1929,Jan,min,6
1929,Feb,max,56
1929,Feb,mean,25
1929,Feb,min,14
1929,Mar,max,69
1929,Mar,mean,33
1929,Mar,min,9
1929,Apr,max,84
1929,Apr,mean,40
1929,Apr,min,29
1929,May,max,96
1929,May,mean,50
1929,May,min,42
1929,Jun,max,94
1929,Jun,mean,59
1929,Jun,min,45
1929,Jul,max,94
1929,Jul,mean,63
1929,Jul,min,54
1929,Aug,max,90
1929,Aug,mean,60
1929,Aug,min,54
1929,Sep,max,97
1929,Sep,mean,57
1929,Sep,min,40
1929,Oct,max,78
1929,Oct,mean,44
1929,Oct,min,34
1929,Nov,max,77
1929,Nov,mean,38
1929,Nov,min,12
1929,Dec,max,52
1929,Dec,mean,26
1929,Dec,min,7
1930,Jan,max,64
1930,Jan,mean,24
1930,Jan,min,8
1930,Feb,max,68
1930,Feb,mean,25
1930,Feb,min,-1
1930,Mar,max,60
1930,Mar,mean,30
1930,Mar,min,19
1930,Apr,max,78
1930,Apr,mean,38
1930,Apr,min,26
1930,May,max,95
1930,May,mean,51
1930,May,min,45
1930,Jun,max,95
1930,Jun,mean,63
1930,Jun,min,45
1930,Jul,max,94
1930,Jul,mean,65
1930,Jul,min,58
1930,Aug,max,98
1930,Aug,mean,63
1930,Aug,min,53
1930,Sep,max,91
1930,Sep,mean,60
1930,Sep,min,49
1930,Oct,max,87
1930,Oct,mean,46
1930,Oct,min,34
1930,Nov,max,71
1930,Nov,mean,38
1930,Nov,min,16
1930,Dec,max,58
1930,Dec,mean,27
1930,Dec,min,4
1931,Jan,max,55
1931,Jan,mean,23
1931,Jan,min,7
1931,Feb,max,49
1931,Feb,mean,23
1931,Feb,min,1
1931,Mar,max,57
1931,Mar,mean,34
1931,Mar,min,27
1931,Apr,max,78
1931,Apr,mean,42
1931,Apr,min,32
1931,May,max,94
1931,May,mean,50
1931,May,min,37
1931,Jun,max,97
1931,Jun,mean,59
1931,Jun,min,48
1931,Jul,max,97
1931,Jul,mean,67
1931,Jul,min,60
1931,Aug,max,97
1931,Aug,mean,65
1931,Aug,min,58
1931,Sep,max,95
1931,Sep,mean,59
1931,Sep,min,46
1931,Oct,max,84
1931,Oct,mean,50
1931,Oct,min,40
1931,Nov,max,78
1931,Nov,mean,42
1931,Nov,min,25
1931,Dec,max,61
1931,Dec,mean,29
1931,Dec,min,14
1932,Jan,max,69
1932,Jan,mean,32
1932,Jan,min,18
1932,Feb,max,55
1932,Feb,mean,23
1932,Feb,min,11
1932,Mar,max,63
1932,Mar,mean,28
1932,Mar,min,12
1932,Apr,max,76
1932,Apr,mean,39
1932,Apr,min,28
1932,May,max,93
1932,May,mean,51
1932,May,min,43
1932,Jun,max,88
1932,Jun,mean,57
1932,Jun,min,42
1932,Jul,max,90
1932,Jul,mean,64
1932,Jul,min,57
1932,Aug,max,91
1932,Aug,mean,65
1932,Aug,min,59
1932,Sep,max,87
1932,Sep,mean,57
1932,Sep,min,40
1932,Oct,max,81
